id,context,question,answer0,answer1,answer2,answer3,label
3W0XM68YZR9NV9UU34147UU5VFR1K4##3LJ7UR74RKS8IYAAD1IOM4E0TBU4NQ##A1WAWEY2810TFN##Blog_138270##q1_a1##3Y3N5A7N4INFB35005LT0UXJRE5MYK,"I also took the futon cover . Tomorrow , I 'll probably vacuum & shit . In other news , this is my new favourite meal : Linguine with goat cheese , fresh basil & grape tomatoes . Basically , you just cook up the linguine , drain the water , & with the element on low , immediately throw in the goat cheese & some olive oil & start stirring until linguine is coated . Then you add the fresh basil leaves , halved grape tomatoes , chopped garlic & black pepper . Stir it all up until the tomatoes are mostly warm .",What lifestyle might the narrator follow ?,vegetarianism,A low carb diet,a fish only diet,A fruit only diet,0
3MDWE879UJG4RBTV1434NXTX5OKB9W##3STRJBFXOZ6RRD4XVPRG2K9OEHUKTO##A3SDFAOJW87FGP##Blog_155389##q1_a1##307FVKVSYTTGSTKT7SVX1NWL0A3473,"We started potty training yesterday , with mixed results . I know Emma is still pretty young , but I want to take advantage of her interest in the potty rather than put it off until she 's older and miss this opportunity . I bought her a little potty chair that came with stickers as rewards for when she uses the potty properly . First I showed her the potty and told her that when she needs to go pee or poop , tell me and she 'll get to use her very own potty ! Well that became her favorite game !",What would happen if we did not start potty training ?,None of the above choices .,Emma would have to wear diapers for a longer time,Emma would play a game,Emma would never learn to use the potty,1
3IQ9O0AYW6XI49H8LMO28MAE1ZNIT8##3AMYWKA6YCKPKHFTD7ZG6TAA60TO6G##A2RB88RMXUR0TH##Blog_1157770##q2_a1##37SOB9Z0SUBUPIQRB8ROANMGHGCL3G,"two days ago , my mother told me that one of her old colleauges had died . i asked her why she was telling me ; because in my mind , i met the man once , 6 years ago . he was pleasant enough , i hold no negative feelings for him .",What might the writer 's mother do after this ?,None of the above choices .,She may invite her daughter to the funeral .,She might forget that the death happened .,She may write out a few words in his honor .,1
3IQ9O0AYW6XI49H8LMO28MAE1ZNIT8##3AMYWKA6YCKPKHFTD7ZG6TAA60TO6G##A2RB88RMXUR0TH##Blog_1157770##q2_a1##3R0WOCG21ONVQ0FIDBP1EJ4BLKUUDH,"two days ago , my mother told me that one of her old colleauges had died . i asked her why she was telling me ; because in my mind , i met the man once , 6 years ago . he was pleasant enough , i hold no negative feelings for him .",What might the writer 's mother do after this ?,She may write out a few words in his honor .,She might forget that the death happened .,She may go to the funeral on her own .,None of the above choices .,2
3D06DR5225HZLW8Q01VD5AR3UJMAMV##3Q8GYXHFEQ0SSOICIJGKJN2TLPT5CA##A2RB88RMXUR0TH##Blog_56568##q1_a1##3VLL1PIENS23GW0H972P65VPRGGOZX,Peeking at me from under an embroidered dish towel was a used book . Again it was one of those times where I was told to just pick it up without knowing why . Not voices in my head but good old intuition .,What will most likely happen after the writer spots the book ?,They will donate the book to charity .,None of the above choices .,They will give the book to a friend .,They will read the book .,3
33NKDW9FFZWD2C3ZIK5DEKLYVLWXCE##3AMYWKA6YE14F6E0X4BGYRYJFB2O65##A31M81P0W93QF3##Blog_160906##q1_a1##3SZYX62S5IEYOCOTLXE76F201K757D,"Last night my friend / date / whatever was on his way to my house , and he is n't used to the road yet , and there was a stop sign at a fork in the road and he ran through it and into the woods . He totaled his car and was sooo close to hitting a tree and dying . It was insane .",What may happen to him after the accident ?,None of the above choices .,He will fix the car and come to my house .,He will call me and the police and go to a hospital .,He will leave the car and go home walking .,2
35U0MRQMULLM7CV78ADMLZIT3B9VOF##3IO1LGZLKCC1UERKQNMK158JZVN68M##A1GV0UZU0T2ORS##Blog_1513292##q1_a2##3IHWR4LC7FRE0EOR2MP79O2ZGB4I8B,"That was amazing ! "" Kevin brought her into a sweaty hug . He quickly introduced her to his band , his brothers , as they shook her hand and ran off to the dressing room , eager to party in the club for the remainder of the night . "" My office ? "" Lily composed herself , silently telling herself to breathe .",What has just happened before this scene ?,Kevin has just DJed at a club .,None of the above choices .,The guys have just performed a concert .,Lily has just performed a concert .,2
33J5JKFMK8C5GF643DZKR9LAPW33Q9##3QIYRE09Y6WRQZDRQJZMO67XBFS1NO##A1VYRD3HO2WDUN##Blog_1337871##q2_a1##37VE3DA4YWVX6HBEZGRW0ERLOSJHB1,"I could hear background noise , but something had left him speechless . He was watching the South Tower collapse . As soon as he started talking again , explaining what he was seeing on his monitors , I jumped out of bed and turned on the TV . I did n't have cable , just broadcast , so I set it on ABC and kind of stood there , dumbfounded , watching Peter Jennings .",What may happen after I got out of bed ?,I watched a newsman reporting an event .,I turned on my cable TV .,None of the above choices .,I powered up the cable box .,0
33J5JKFMK8C5GF643DZKR9LAPW33Q9##3QIYRE09Y6WRQZDRQJZMO67XBFS1NO##A1VYRD3HO2WDUN##Blog_1337871##q2_a1##3QREJ3J435B0LGYYWEJNR93IS31LKW,"I could hear background noise , but something had left him speechless . He was watching the South Tower collapse . As soon as he started talking again , explaining what he was seeing on his monitors , I jumped out of bed and turned on the TV . I did n't have cable , just broadcast , so I set it on ABC and kind of stood there , dumbfounded , watching Peter Jennings .",What may happen after I got out of bed ?,"I got shocked , unable to move .",None of the above choices .,I powered up the cable box .,I turned on my cable TV .,0
33J5JKFMK8C5GF643DZKR9LAPW33Q9##3QIYRE09Y6WRQZDRQJZMO67XBFS1NO##A1VYRD3HO2WDUN##Blog_1337871##q1_a1##3ATYLI1PRVGDGHVDRLZ3IB7Z8J6JOC,"I could hear background noise , but something had left him speechless . He was watching the South Tower collapse . As soon as he started talking again , explaining what he was seeing on his monitors , I jumped out of bed and turned on the TV . I did n't have cable , just broadcast , so I set it on ABC and kind of stood there , dumbfounded , watching Peter Jennings .",What may happen before I got out of bed ?,My friend was working on a speech .,A guy was playing a violent video game .,None of the above choices .,Someone left the television on .,2
386659BNTNVLIJNQZBRMOAFVGZS011##3IQ1VMJRYWZ2VLMXLS9AH65GEY39A3##A3HII8DX9SINOU##Blog_406250##q2_a1##3IJ95K7NDZQL7U50I0EN69FEQRGGN6,"Makes me feel more literary , maybe in the Irish sense of the word . I say this because my book group , which met last night , just discussed The Gathering , by Anne Enright , a Booker Prize winner . Though short on plot , it towered with misery . And molestation !",what may have happened if I did not attend last night 's meeting ?,I would feel more literary competence,I would become an author,"I would not be able to participate in the discussion of "" The Gathering "" by Anne Enright",None of the above choices .,2
3D5G8J4N5CI2K40F4RZLF9OG128TVI##34YB12FSQ13ICWIUW15PIEM39ZFMGU##A1VYRD3HO2WDUN##Blog_1281427##q1_a2##3MXX6RQ9EXJ5YZOT3EPE19N60V5P49,"My guys will never win any pit stop money . We stopped too many times . In the end , we end up with a flat right rear . The right rear tire has a hole in it and in the last 10 laps we go from 10th to 21st barely holding on because I had a flat .",What may happen if I never had a flat ?,We may struggle more in the final 10 laps .,There may be less pit stops for me .,I may end up with a worse finish time .,None of the above choices .,1
3GKAWYFRAPR3468FCRE7CFT4KWDPD1##39ZSFO5CA9UWLHEXTC5EE374A7BJUY##A2JY56TZCEPK3J##Blog_756679##q1_a1##36MUZ9VAE8GE14IWNBAWA1I8ZYHED5,"And not just with film . Take the Beatles for instance . How many times has someone argued for their greatness based on string quartets , octets and guitar solos recorded backwards ? Wow , terrific , but I base their greatness as a rock band on things like I Saw Her Standing There , not Eleanor Rigby , and when someone insists on going in the opposite direction they 're saying you ca n't be a great rock band if all you 're playing is , uh , you know , rock .",What may happen if The Beatles are only compared to Rock music ?,They would branch out from music production .,They are not considered a great rock band .,They would remain the same as they always are .,They would seem like a very dull band .,1
3SX4X51T82N2FOS9XFMQPC4HJE6OAY##3AQF3RZ55BXA9T17Y1SQBXP5NDE6FA##A1GV0UZU0T2ORS##Blog_651924##q2_a1##3BKZLF9901D6WI3SSYSAH3HO1F3YQK,"What ever ... you see where they hang out when he 's home ... and he loves it . I do n't know what I caught , if anything ... maybe it was all due to the migraine . But if it was , it was like no migraine I ' ve ever had . It started with a headache , horrible pain right after dinner that even percocet would n't kill .",What might the narrator do if things do n't get better ?,Go to her home .,None of the above choices .,Eat her dinner .,Go to a doctor .,3
3SX4X51T82N2FOS9XFMQPC4HJE6OAY##3AQF3RZ55BXA9T17Y1SQBXP5NDE6FA##A1GV0UZU0T2ORS##Blog_651924##q2_a2##34O39PNDK8MAVBPHVL3QEITSCSNRBZ,"What ever ... you see where they hang out when he 's home ... and he loves it . I do n't know what I caught , if anything ... maybe it was all due to the migraine . But if it was , it was like no migraine I ' ve ever had . It started with a headache , horrible pain right after dinner that even percocet would n't kill .",What might the narrator do if things do n't get better ?,Go visit her doctor .,Eat her dinner .,Go to her home .,None of the above choices .,0
3J9L0X0VDFKHLPSZCXN0IDIAM5HW9W##3CP1TO84PUZFU6QALQRE7AT79B852J##A11LSO6D7BMY99##Blog_1466309##q1_a1##3T5ZXGO9DG2618DXOKUTVAQP6GFZQV,"Her mum refused to give into believing that she would spend the rest of her life laying there . So she called her prayer team , and other churches and they prayed fervently and earnestly for this young woman . Well , the eighth day the paralysis lifted . The doctor said he 's never in his life seen anyone with that many strokes walk out of the hospital !",What happened before the person in question walked out of the hospital ?,None of the above choices .,The doctor went to church and prayed .,The prayed for many strokes .,They had had a stroke and a prayer team sent many prayers and miraculously the patient was healed .,3
3D4BBDG7ZJA1MEWLYVYP74WTN6I3C0##3JW0YLFXRWVAEU28F8FUDFAI47VWW9##AW1QY7Q83DYCJ##Blog_928959##q2_a1##3YGYP13643NCWKEEYB8Z5DTLS0NRN9,"There 's not much at that place . Then it was home and Red Lobster . I used to love that restaurant , but to me and my family , the food has lost its delectability . Only the biscuits and pina colada beverage are good . My trip to Great America yesterday sucked balls .",What was my attitude before going to the Theme Park and out for food .,I was upset that my family does not Great America any more .,The rides at Great America have always sucked .,I could have had a better time going other places .,None of the above choices .,2
38XPGNCKHTY39UMI5SMDF3OGT22V4M##3TVSS0C0E2Y3ROZ706YJYXFAT8GWTK##A37IJGXG1VEBEK##Blog_811434##q1_a1##3E9VAUV7BYSE92WB32VOR32IW57YAG,"Typical , but almost horribly yet hilariously disastrous . We parked next to a forest preserve somewhat near my house , and proceeded to do what we do . After that , his car would n't start , and he looked really worried because there was no possible way to explain away this to either his or my parents .",What may happen after the parents found out the car was stuck .,None of the above choices .,They were pissed and made is leave our car there .,They were mad ultimately helped us get our car out .,They called a tow company to steal the car away .,2
3BVS8WK9Q29X2CMY5Y9H0QS0OE7BIF##3ZR9AIQJUEO5X2I3CVGQBSINKO704A##A3VVR8NR3ED04C##Blog_1505324##q1_a1##3ULIZ0H1VCJKDQ9RWHXY55BMXKY51C,"Manifesto , which illustrates what she believes the feminists must do to , in delicate terms , gain control . In one of my classes this past week , we were asked to read the introduction to this "" Manifesto "" , and I must say , I was utterly appalled by what I saw . May this be a clear message of what happens when someone goes too far with his or her beliefs .","What topic is "" Manifesto "" about ?",It is about the damage feminists have done to society .,It is about styles of control .,It is about women 's rights .,None of the above choices .,2
3BVS8WK9Q29X2CMY5Y9H0QS0OE7BIF##3ZR9AIQJUEO5X2I3CVGQBSINKO704A##A3VVR8NR3ED04C##Blog_1505324##q1_a2##3G57RS03HJJR2BRNFLXCAOLRPQC52T,"Manifesto , which illustrates what she believes the feminists must do to , in delicate terms , gain control . In one of my classes this past week , we were asked to read the introduction to this "" Manifesto "" , and I must say , I was utterly appalled by what I saw . May this be a clear message of what happens when someone goes too far with his or her beliefs .","What topic is "" Manifesto "" about ?",It is about the women 's movement .,It is about styles of control .,None of the above choices .,It is about the damage feminists have done to society .,0
3G57RS03HJJR2BRNFLXCAOLRPPS254##3GM6G9ZBKQCMH140G14WHX1S461MTC##A2RUHO7I7Y4XFA##Blog_971834##q1_a1##3OKP4QVBP4BENBBB9W9IK3VFS1BAGB,"Unfortunately , the plantar faciitis has flared up making walking really uncomfortable . The bike has my name on it . I did , after all , make a very bold trip with Moriah through our neighborhood . It was my first time off the street !",What happened after the flare up ?,I had to use my leg muscles,I had to spend less time walking,None of the above choices .,I needed to stretch my legs,1
3ZG552ORAM2T6G7V1E3PMORI92XV29##36H9ULYP63S72ZH7YNAFS3612XBFJ2##A1VYRD3HO2WDUN##Blog_1122904##q1_a1##3Y3N5A7N4INFB35005LT0UXIQUGMYO,"We moved into a house , Bryan started his new job last week and likes it so far . In about a month if he really likes the school , we 'll put James on the waiting list for pre - k for when he 's 4 . Faculty / staff get first priority for their kids .",What may happen if Bryan likes the school and James is 4 years old ?,Bryan may seldom know the whereabouts of his son .,James may rarely see his father .,James may ride the bus to school .,They may go to the school together .,3
3ACRLU860PSLM7KC9FJQFBU8TKMEBQ##3TOK3KHVJWXNJ6S5GEG845YF2587O3##A2RB88RMXUR0TH##Blog_302923##q2_a1##3NZ1E5QA61FLQORJYEQNBHOVJG6B5M,"The replacement is okay . I have given some thought to what I would buy if I could buy a new car and pretty much settled on the new Mazda 3 . ( Amusingly , when Hols went to buy a new car she asked me if I had any suggestions and I said the Mazda 3 and after all her dad 's comparison shopping and strict examination of cars , she ended up with the Mazda 3 , thus convincing me I was right about them . ) However , the lovely Marcasita has made me aware of the new Mini Cooper Clubman . Mini 's are swell .",What will the writer after this encounter with Hols ?,They will go with another type of car .,None of the above choices .,They will ask Hols why she bought the same car as them .,They will further investigate the Mini before making a decision .,3
